arm_family,arm_id,candidate_test_budget,expected_model_runtime,ground_truth_available_to_runner,protocol_commit,protocol_tag,representation_condition,row_id,scenario_id,schema_version,scored,sequence,snapshot_path,snapshot_reference,top_k,trial_number
deterministic,deterministic_minimal,4,"{""model_hashes"": ""not_applicable"", ""model_identifier"": ""not_applicable"", ""prompt_version"": ""not_applicable"", ""provider"": ""deterministic"", ""runtime"": ""in_process_deterministic_ranker""}",False,08e72f32c9de7e0fb80f3ccfd64c85b6fe99ddb3,evaluation-protocol-v1.4.1-ready,minimal,ow14-1-r00035,ow14-s0035,owasp-xss-v14-1-immutable-execution-schedule-v1,True,35,model-facing/minimal-candidate-snapshots/ow14-s0035.json,"{""candidate_input_sha256"": ""bf49645897727f382635edc2a4c930609bda1b07be68ca87a9165eb49187184d"", ""path"": ""model-facing/minimal-candidate-snapshots/ow14-s0035.json"", ""snapshot_sha256"": ""d09dda4f554e73ec285eebbad111aaa4b46188c23bef2f68be8378c85498ebb5""}",4,1
deterministic,deterministic_minimal,4,"{""model_hashes"": ""not_applicable"", ""model_identifier"": ""not_applicable"", ""prompt_version"": ""not_applicable"", ""provider"": ""deterministic"", ""runtime"": ""in_process_deterministic_ranker""}",False,08e72f32c9de7e0fb80f3ccfd64c85b6fe99ddb3,evaluation-protocol-v1.4.1-ready,minimal,ow14-1-r00036,ow14-s0036,owasp-xss-v14-1-immutable-execution-schedule-v1,True,36,model-facing/minimal-candidate-snapshots/ow14-s0036.json,"{""candidate_input_sha256"": ""1b247e3efc11f3f8090e5d407e76da74cfe04ef4c47a93729d42296835eb4d37"", ""path"": ""model-facing/minimal-candidate-snapshots/ow14-s0036.json"", ""snapshot_sha256"": ""5ed6c40b95c18681bd5a41fa4b5962ce4e35ca1aec9a118c72d7f58149bf2d18""}",4,1
deterministic,deterministic_minimal,4,"{""model_hashes"": ""not_applicable"", ""model_identifier"": ""not_applicable"", ""prompt_version"": ""not_applicable"", ""provider"": ""deterministic"", ""runtime"": ""in_process_deterministic_ranker""}",False,08e72f32c9de7e0fb80f3ccfd64c85b6fe99ddb3,evaluation-protocol-v1.4.1-ready,minimal,ow14-1-r00037,ow14-s0037,owasp-xss-v14-1-immutable-execution-schedule-v1,True,37,model-facing/minimal-candidate-snapshots/ow14-s0037.json,"{""candidate_input_sha256"": ""c818bbb9cdb75f4bd87a8631a8c1dad51f7c5865a6a27b3ac343aef435801f23"", ""path"": ""model-facing/minimal-candidate-snapshots/ow14-s0037.json"", ""snapshot_sha256"": ""6775f5cb5476dc3550abf93b2ededb4517d2c1237f2edce24b7df6cd48004a2b""}",4,1
deterministic,deterministic_minimal,4,"{""model_hashes"": ""not_applicable"", ""model_identifier"": ""not_applicable"", ""prompt_version"": ""not_applicable"", ""provider"": ""deterministic"", ""runtime"": ""in_process_deterministic_ranker""}",False,08e72f32c9de7e0fb80f3ccfd64c85b6fe99ddb3,evaluation-protocol-v1.4.1-ready,minimal,ow14-1-r00038,ow14-s0038,owasp-xss-v14-1-immutable-execution-schedule-v1,True,38,model-facing/minimal-candidate-snapshots/ow14-s0038.json,"{""candidate_input_sha256"": ""5dfb37d15fdaa2eb799f675cf6b14370780e7a204ed92bb70f6af1cfcd1e3dd8"", ""path"": ""model-facing/minimal-candidate-snapshots/ow14-s0038.json"", ""snapshot_sha256"": ""5b5465ccaf4a019fa9e0e885ddebd506511d4be220fe684b03bc6e2f5d21c616""}",4,1
deterministic,deterministic_minimal,4,"{""model_hashes"": ""not_applicable"", ""model_identifier"": ""not_applicable"", ""prompt_version"": ""not_applicable"", ""provider"": ""deterministic"", ""runtime"": ""in_process_deterministic_ranker""}",False,08e72f32c9de7e0fb80f3ccfd64c85b6fe99ddb3,evaluation-protocol-v1.4.1-ready,minimal,ow14-1-r00039,ow14-s0039,owasp-xss-v14-1-immutable-execution-schedule-v1,True,39,model-facing/minimal-candidate-snapshots/ow14-s0039.json,"{""candidate_input_sha256"": ""002d24a6cd4a3ce2baf95d3dba0d9cb22327c41a98689fcd4a4858e29b1a3795"", ""path"": ""model-facing/minimal-candidate-snapshots/ow14-s0039.json"", ""snapshot_sha256"": ""470c70b0d32710ca25f0dd44f36656c4c1ea926a75a61dabf87321598d043d97""}",4,1
deterministic,deterministic_minimal,4,"{""model_hashes"": ""not_applicable"", ""model_identifier"": ""not_applicable"", ""prompt_version"": ""not_applicable"", ""provider"": ""deterministic"", ""runtime"": ""in_process_deterministic_ranker""}",False,08e72f32c9de7e0fb80f3ccfd64c85b6fe99ddb3,evaluation-protocol-v1.4.1-ready,minimal,ow14-1-r00040,ow14-s0040,owasp-xss-v14-1-immutable-execution-schedule-v1,True,40,model-facing/minimal-candidate-snapshots/ow14-s0040.json,"{""candidate_input_sha256"": ""5ec5ab23917cf3d8761d51f60ed1f755844bcfc4b157b68ceed400181ba2dd27"", ""path"": ""model-facing/minimal-candidate-snapshots/ow14-s0040.json"", ""snapshot_sha256"": ""9c53e355c6f411cb3708ed7834b5eafafa7059d40f76b224905bd7bc3a9b47e4""}",4,1
deterministic,deterministic_minimal,4,"{""model_hashes"": ""not_applicable"", ""model_identifier"": ""not_applicable"", ""prompt_version"": ""not_applicable"", ""provider"": ""deterministic"", ""runtime"": ""in_process_deterministic_ranker""}",False,08e72f32c9de7e0fb80f3ccfd64c85b6fe99ddb3,evaluation-protocol-v1.4.1-ready,minimal,ow14-1-r00041,ow14-s0041,owasp-xss-v14-1-immutable-execution-schedule-v1,True,41,model-facing/minimal-candidate-snapshots/ow14-s0041.json,"{""candidate_input_sha256"": ""cd14f924c15d1e251f45b79056cf124d5cf652d839094b7216085817298253f7"", ""path"": ""model-facing/minimal-candidate-snapshots/ow14-s0041.json"", ""snapshot_sha256"": ""f314162082c8b3a500daa60a3b92e0ef84442c9172f7ea2e4ad1bc40d0ed56ef""}",4,1
deterministic,deterministic_minimal,4,"{""model_hashes"": ""not_applicable"", ""model_identifier"": ""not_applicable"", ""prompt_version"": ""not_applicable"", ""provider"": ""deterministic"", ""runtime"": ""in_process_deterministic_ranker""}",False,08e72f32c9de7e0fb80f3ccfd64c85b6fe99ddb3,evaluation-protocol-v1.4.1-ready,minimal,ow14-1-r00042,ow14-s0042,owasp-xss-v14-1-immutable-execution-schedule-v1,True,42,model-facing/minimal-candidate-snapshots/ow14-s0042.json,"{""candidate_input_sha256"": ""c1abf729cb94a17e90232e4271a6b9d2c5beda6070c86497e122a64d0e43311f"", ""path"": ""model-facing/minimal-candidate-snapshots/ow14-s0042.json"", ""snapshot_sha256"": ""97211f98995a15ca27944d3aba3b1902167afe1567676458b751e6d3b502d43f""}",4,1
deterministic,deterministic_minimal,4,"{""model_hashes"": ""not_applicable"", ""model_identifier"": ""not_applicable"", ""prompt_version"": ""not_applicable"", ""provider"": ""deterministic"", ""runtime"": ""in_process_deterministic_ranker""}",False,08e72f32c9de7e0fb80f3ccfd64c85b6fe99ddb3,evaluation-protocol-v1.4.1-ready,minimal,ow14-1-r00043,ow14-s0043,owasp-xss-v14-1-immutable-execution-schedule-v1,True,43,model-facing/minimal-candidate-snapshots/ow14-s0043.json,"{""candidate_input_sha256"": ""6cb8ae99f9eda4361bfd47ee645b0bed3dafcb0c88e64beca7795d3546db3dff"", ""path"": ""model-facing/minimal-candidate-snapshots/ow14-s0043.json"", ""snapshot_sha256"": ""e0c4c7742f659f38f002a469d55c096ae5bcb49a15fdd8e1bdd514c278f31cb5""}",4,1
deterministic,deterministic_minimal,4,"{""model_hashes"": ""not_applicable"", ""model_identifier"": ""not_applicable"", ""prompt_version"": ""not_applicable"", ""provider"": ""deterministic"", ""runtime"": ""in_process_deterministic_ranker""}",False,08e72f32c9de7e0fb80f3ccfd64c85b6fe99ddb3,evaluation-protocol-v1.4.1-ready,minimal,ow14-1-r00044,ow14-s0044,owasp-xss-v14-1-immutable-execution-schedule-v1,True,44,model-facing/minimal-candidate-snapshots/ow14-s0044.json,"{""candidate_input_sha256"": ""44a4319b2ef24e184e7807961e27fc31c3a53f25cdded05fc9d2f6d4d974e5b1"", ""path"": ""model-facing/minimal-candidate-snapshots/ow14-s0044.json"", ""snapshot_sha256"": ""dc380a102672c86a749fb5e96f3b31d2f9919fdcf5dfa3b2580a431928baa36a""}",4,1
deterministic,deterministic_minimal,4,"{""model_hashes"": ""not_applicable"", ""model_identifier"": ""not_applicable"", ""prompt_version"": ""not_applicable"", ""provider"": ""deterministic"", ""runtime"": ""in_process_deterministic_ranker""}",False,08e72f32c9de7e0fb80f3ccfd64c85b6fe99ddb3,evaluation-protocol-v1.4.1-ready,minimal,ow14-1-r00045,ow14-s0045,owasp-xss-v14-1-immutable-execution-schedule-v1,True,45,model-facing/minimal-candidate-snapshots/ow14-s0045.json,"{""candidate_input_sha256"": ""ccf46c76db21161d15d86a27a468a461dbc5f4a74b6cb0c83db4cbc87410b2b8"", ""path"": ""model-facing/minimal-candidate-snapshots/ow14-s0045.json"", ""snapshot_sha256"": ""5d6b461517661c7a4d9773fc0a7dc0250d6ae2e8d4e45473631c624129582f71""}",4,1
deterministic,deterministic_minimal,4,"{""model_hashes"": ""not_applicable"", ""model_identifier"": ""not_applicable"", ""prompt_version"": ""not_applicable"", ""provider"": ""deterministic"", ""runtime"": ""in_process_deterministic_ranker""}",False,08e72f32c9de7e0fb80f3ccfd64c85b6fe99ddb3,evaluation-protocol-v1.4.1-ready,minimal,ow14-1-r00046,ow14-s0046,owasp-xss-v14-1-immutable-execution-schedule-v1,True,46,model-facing/minimal-candidate-snapshots/ow14-s0046.json,"{""candidate_input_sha256"": ""9459c10a36e1517de5bb067232aacd71d2a39553f4f7470a4473cbe811e9a072"", ""path"": ""model-facing/minimal-candidate-snapshots/ow14-s0046.json"", ""snapshot_sha256"": ""8b6ed0dd949ef3df8940295a7220ff807b0e2a5362d497f4002685371a74a935""}",4,1
deterministic,deterministic_minimal,4,"{""model_hashes"": ""not_applicable"", ""model_identifier"": ""not_applicable"", ""prompt_version"": ""not_applicable"", ""provider"": ""deterministic"", ""runtime"": ""in_process_deterministic_ranker""}",False,08e72f32c9de7e0fb80f3ccfd64c85b6fe99ddb3,evaluation-protocol-v1.4.1-ready,minimal,ow14-1-r00047,ow14-s0047,owasp-xss-v14-1-immutable-execution-schedule-v1,True,47,model-facing/minimal-candidate-snapshots/ow14-s0047.json,"{""candidate_input_sha256"": ""c49ed66016a4443295a845660e243fa498fed3e4450b507d78c908a38491688f"", ""path"": ""model-facing/minimal-candidate-snapshots/ow14-s0047.json"", ""snapshot_sha256"": ""647e7e8356fb47f16f0c2ed792041fea01e2e03a3d98733e05dc6d3ebd491626""}",4,1
deterministic,deterministic_minimal,4,"{""model_hashes"": ""not_applicable"", ""model_identifier"": ""not_applicable"", ""prompt_version"": ""not_applicable"", ""provider"": ""deterministic"", ""runtime"": ""in_process_deterministic_ranker""}",False,08e72f32c9de7e0fb80f3ccfd64c85b6fe99ddb3,evaluation-protocol-v1.4.1-ready,minimal,ow14-1-r00048,ow14-s0048,owasp-xss-v14-1-immutable-execution-schedule-v1,True,48,model-facing/minimal-candidate-snapshots/ow14-s0048.json,"{""candidate_input_sha256"": ""c014e85733c6c4ccf380de45269cb0b70c2744405ae38d6709f942fd5f94f596"", ""path"": ""model-facing/minimal-candidate-snapshots/ow14-s0048.json"", ""snapshot_sha256"": ""471c54de721f50ca5aa98d517d0876f06eb2996e65383c3e2b94f910afdc5d81""}",4,1
deterministic,deterministic_minimal,4,"{""model_hashes"": ""not_applicable"", ""model_identifier"": ""not_applicable"", ""prompt_version"": ""not_applicable"", ""provider"": ""deterministic"", ""runtime"": ""in_process_deterministic_ranker""}",False,08e72f32c9de7e0fb80f3ccfd64c85b6fe99ddb3,evaluation-protocol-v1.4.1-ready,minimal,ow14-1-r00049,ow14-s0049,owasp-xss-v14-1-immutable-execution-schedule-v1,True,49,model-facing/minimal-candidate-snapshots/ow14-s0049.json,"{""candidate_input_sha256"": ""e664b01f2ba7f43691e2dffafe328f037bc7ea8813f7f79b4b6b777cf5b2f845"", ""path"": ""model-facing/minimal-candidate-snapshots/ow14-s0049.json"", ""snapshot_sha256"": ""fe001b1f1ba7354d103c0f6b30fb116c6f6ba0670a8255aa3fcc5063f35da249""}",4,1
deterministic,deterministic_minimal,4,"{""model_hashes"": ""not_applicable"", ""model_identifier"": ""not_applicable"", ""prompt_version"": ""not_applicable"", ""provider"": ""deterministic"", ""runtime"": ""in_process_deterministic_ranker""}",False,08e72f32c9de7e0fb80f3ccfd64c85b6fe99ddb3,evaluation-protocol-v1.4.1-ready,minimal,ow14-1-r00050,ow14-s0050,owasp-xss-v14-1-immutable-execution-schedule-v1,True,50,model-facing/minimal-candidate-snapshots/ow14-s0050.json,"{""candidate_input_sha256"": ""e3f8e3dd596fc96ad39ecfe8b8989d76a7465de5415b2fe1f3607dbcfa1b9fb6"", ""path"": ""model-facing/minimal-candidate-snapshots/ow14-s0050.json"", ""snapshot_sha256"": ""ae9aa7a3556b69612006ccc90f13fe731ba82593b73021850324a92b5c74f52d""}",4,1
deterministic,deterministic_minimal,4,"{""model_hashes"": ""not_applicable"", ""model_identifier"": ""not_applicable"", ""prompt_version"": ""not_applicable"", ""provider"": ""deterministic"", ""runtime"": ""in_process_deterministic_ranker""}",False,08e72f32c9de7e0fb80f3ccfd64c85b6fe99ddb3,evaluation-protocol-v1.4.1-ready,minimal,ow14-1-r00051,ow14-s0051,owasp-xss-v14-1-immutable-execution-schedule-v1,True,51,model-facing/minimal-candidate-snapshots/ow14-s0051.json,"{""candidate_input_sha256"": ""2e649e2f63af892889b745dd6e8c94c633b4b14e09ec97fc7df5a1a94d55e470"", ""path"": ""model-facing/minimal-candidate-snapshots/ow14-s0051.json"", ""snapshot_sha256"": ""b5c21e333838f980766aa105b0cb78fced92378d1f73a2a33e0fbb3d2f93dbc6""}",4,1
deterministic,deterministic_minimal,4,"{""model_hashes"": ""not_applicable"", ""model_identifier"": ""not_applicable"", ""prompt_version"": ""not_applicable"", ""provider"": ""deterministic"", ""runtime"": ""in_process_deterministic_ranker""}",False,08e72f32c9de7e0fb80f3ccfd64c85b6fe99ddb3,evaluation-protocol-v1.4.1-ready,minimal,ow14-1-r00052,ow14-s0052,owasp-xss-v14-1-immutable-execution-schedule-v1,True,52,model-facing/minimal-candidate-snapshots/ow14-s0052.json,"{""candidate_input_sha256"": ""09d791e9473a31300a6992abceb4ec2fbdd3881fcc41d536ebeff6d52a0abff9"", ""path"": ""model-facing/minimal-candidate-snapshots/ow14-s0052.json"", ""snapshot_sha256"": ""607f737673c459de6434a90e00e9fc65f5645e73adc4fad16f7fe4f665e45093""}",4,1
deterministic,deterministic_minimal,4,"{""model_hashes"": ""not_applicable"", ""model_identifier"": ""not_applicable"", ""prompt_version"": ""not_applicable"", ""provider"": ""deterministic"", ""runtime"": ""in_process_deterministic_ranker""}",False,08e72f32c9de7e0fb80f3ccfd64c85b6fe99ddb3,evaluation-protocol-v1.4.1-ready,minimal,ow14-1-r00053,ow14-s0053,owasp-xss-v14-1-immutable-execution-schedule-v1,True,53,model-facing/minimal-candidate-snapshots/ow14-s0053.json,"{""candidate_input_sha256"": ""144bc2779563245263b912c35039b2ffe5e16c6fea789dfd0af25ec568bf6f8e"", ""path"": ""model-facing/minimal-candidate-snapshots/ow14-s0053.json"", ""snapshot_sha256"": ""b3b9e55f8b239ba62f6668fe7a09673673fce489da07998abcc3429dac2f4a1a""}",4,1
deterministic,deterministic_minimal,4,"{""model_hashes"": ""not_applicable"", ""model_identifier"": ""not_applicable"", ""prompt_version"": ""not_applicable"", ""provider"": ""deterministic"", ""runtime"": ""in_process_deterministic_ranker""}",False,08e72f32c9de7e0fb80f3ccfd64c85b6fe99ddb3,evaluation-protocol-v1.4.1-ready,minimal,ow14-1-r00054,ow14-s0054,owasp-xss-v14-1-immutable-execution-schedule-v1,True,54,model-facing/minimal-candidate-snapshots/ow14-s0054.json,"{""candidate_input_sha256"": ""ce27e8bebef905c57878c9107303d92da67accab522c1fe75a4aef4861f6eece"", ""path"": ""model-facing/minimal-candidate-snapshots/ow14-s0054.json"", ""snapshot_sha256"": ""5ccae6f849bd2a3b55981009d3d7d95c6df21b7b9a28754884ffc300b7c2ff6a""}",4,1
deterministic,deterministic_minimal,4,"{""model_hashes"": ""not_applicable"", ""model_identifier"": ""not_applicable"", ""prompt_version"": ""not_applicable"", ""provider"": ""deterministic"", ""runtime"": ""in_process_deterministic_ranker""}",False,08e72f32c9de7e0fb80f3ccfd64c85b6fe99ddb3,evaluation-protocol-v1.4.1-ready,minimal,ow14-1-r00055,ow14-s0055,owasp-xss-v14-1-immutable-execution-schedule-v1,True,55,model-facing/minimal-candidate-snapshots/ow14-s0055.json,"{""candidate_input_sha256"": ""3bfb35ef493a0cea6ff77cb78fe204b394b4a1f2ad5849b5a696b953e8acecb6"", ""path"": ""model-facing/minimal-candidate-snapshots/ow14-s0055.json"", ""snapshot_sha256"": ""785612c7aa5e61cd698749b4bb4eb4f206cc0639ac4cf83484004c5549ff5c2d""}",4,1
deterministic,deterministic_minimal,4,"{""model_hashes"": ""not_applicable"", ""model_identifier"": ""not_applicable"", ""prompt_version"": ""not_applicable"", ""provider"": ""deterministic"", ""runtime"": ""in_process_deterministic_ranker""}",False,08e72f32c9de7e0fb80f3ccfd64c85b6fe99ddb3,evaluation-protocol-v1.4.1-ready,minimal,ow14-1-r00056,ow14-s0056,owasp-xss-v14-1-immutable-execution-schedule-v1,True,56,model-facing/minimal-candidate-snapshots/ow14-s0056.json,"{""candidate_input_sha256"": ""47449e9d1e1e9fed81e208a445606b94affb2d2133d2bb792b20525eaf6c3362"", ""path"": ""model-facing/minimal-candidate-snapshots/ow14-s0056.json"", ""snapshot_sha256"": ""ab5c148ad763acca41c6f512610dfaa21c90aa880987db4ed0984f5aea1eff4a""}",4,1
deterministic,deterministic_minimal,4,"{""model_hashes"": ""not_applicable"", ""model_identifier"": ""not_applicable"", ""prompt_version"": ""not_applicable"", ""provider"": ""deterministic"", ""runtime"": ""in_process_deterministic_ranker""}",False,08e72f32c9de7e0fb80f3ccfd64c85b6fe99ddb3,evaluation-protocol-v1.4.1-ready,minimal,ow14-1-r00057,ow14-s0057,owasp-xss-v14-1-immutable-execution-schedule-v1,True,57,model-facing/minimal-candidate-snapshots/ow14-s0057.json,"{""candidate_input_sha256"": ""d3d93adaaa555477bb26a7db22631363b4a7151db6e2a4eb17c579a83444a97b"", ""path"": ""model-facing/minimal-candidate-snapshots/ow14-s0057.json"", ""snapshot_sha256"": ""f6e12b007a95a328a289c4d05af59d06702505322caac58ab7d8596b339f0b6a""}",4,1
deterministic,deterministic_minimal,4,"{""model_hashes"": ""not_applicable"", ""model_identifier"": ""not_applicable"", ""prompt_version"": ""not_applicable"", ""provider"": ""deterministic"", ""runtime"": ""in_process_deterministic_ranker""}",False,08e72f32c9de7e0fb80f3ccfd64c85b6fe99ddb3,evaluation-protocol-v1.4.1-ready,minimal,ow14-1-r00058,ow14-s0058,owasp-xss-v14-1-immutable-execution-schedule-v1,True,58,model-facing/minimal-candidate-snapshots/ow14-s0058.json,"{""candidate_input_sha256"": ""24a76024d8d1e55c46b03834494f55a9a1a2870cb60c5dcfa0383ce7a908217e"", ""path"": ""model-facing/minimal-candidate-snapshots/ow14-s0058.json"", ""snapshot_sha256"": ""0762c17ab02edfad2d97c8d9790af06fe42e508b009a5f7752c6df1be367f6ea""}",4,1
deterministic,deterministic_minimal,4,"{""model_hashes"": ""not_applicable"", ""model_identifier"": ""not_applicable"", ""prompt_version"": ""not_applicable"", ""provider"": ""deterministic"", ""runtime"": ""in_process_deterministic_ranker""}",False,08e72f32c9de7e0fb80f3ccfd64c85b6fe99ddb3,evaluation-protocol-v1.4.1-ready,minimal,ow14-1-r00059,ow14-s0059,owasp-xss-v14-1-immutable-execution-schedule-v1,True,59,model-facing/minimal-candidate-snapshots/ow14-s0059.json,"{""candidate_input_sha256"": ""6f95541b776b0a4197a710723338a389b040417ef7433985766ece89fbf66642"", ""path"": ""model-facing/minimal-candidate-snapshots/ow14-s0059.json"", ""snapshot_sha256"": ""5482175f3e4e553b5e9e9394562d98ee777610a56b96f2650443367a92b733d9""}",4,1
deterministic,deterministic_minimal,4,"{""model_hashes"": ""not_applicable"", ""model_identifier"": ""not_applicable"", ""prompt_version"": ""not_applicable"", ""provider"": ""deterministic"", ""runtime"": ""in_process_deterministic_ranker""}",False,08e72f32c9de7e0fb80f3ccfd64c85b6fe99ddb3,evaluation-protocol-v1.4.1-ready,minimal,ow14-1-r00060,ow14-s0060,owasp-xss-v14-1-immutable-execution-schedule-v1,True,60,model-facing/minimal-candidate-snapshots/ow14-s0060.json,"{""candidate_input_sha256"": ""5eeb2236e9437d432065638d74a6f91a408fb5031a8a77f24bb813bdfa4ae33b"", ""path"": ""model-facing/minimal-candidate-snapshots/ow14-s0060.json"", ""snapshot_sha256"": ""0c23a457f293f49ee187039072311624cf22ef45097d75ef8231dce308978281""}",4,1
deterministic,deterministic_minimal,4,"{""model_hashes"": ""not_applicable"", ""model_identifier"": ""not_applicable"", ""prompt_version"": ""not_applicable"", ""provider"": ""deterministic"", ""runtime"": ""in_process_deterministic_ranker""}",False,08e72f32c9de7e0fb80f3ccfd64c85b6fe99ddb3,evaluation-protocol-v1.4.1-ready,minimal,ow14-1-r00061,ow14-s0061,owasp-xss-v14-1-immutable-execution-schedule-v1,True,61,model-facing/minimal-candidate-snapshots/ow14-s0061.json,"{""candidate_input_sha256"": ""2bafd86755c54792ef3d978850dd4330ae42f26f960bc33a88bd89885c580b13"", ""path"": ""model-facing/minimal-candidate-snapshots/ow14-s0061.json"", ""snapshot_sha256"": ""e71e6905ca0e42b3400f1296ee62d4b6195f808dbe82142345f0ed410730076e""}",4,1
