sequence,arm_id,scenario_id,trial_number,scenario_type,status,contract_valid,provider_failed,focal_vulnerable_candidate_id,parsed_ranking,vulnerable_candidate_rank,top_1_success,top_4_success,reciprocal_rank,latency_ms,raw_artifact,validation_errors
73,deterministic_structural,os15-s0073,1,positive,valid,True,False,os15-c000219,"[""os15-c000219"",""os15-c000452"",""os15-c000203"",""os15-c000362"",""os15-c000152""]",1,True,True,1.0,0,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0073__deterministic_structural__os15-s0073__trial-1.json,[]
74,deterministic_structural,os15-s0074,1,positive,valid,True,False,os15-c000085,"[""os15-c000085"",""os15-c000432"",""os15-c000020"",""os15-c000481"",""os15-c000084""]",1,True,True,1.0,0,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0074__deterministic_structural__os15-s0074__trial-1.json,[]
75,deterministic_structural,os15-s0075,1,positive,valid,True,False,os15-c000444,"[""os15-c000064"",""os15-c000162"",""os15-c000153"",""os15-c000444"",""os15-c000503""]",4,False,True,0.25,0,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0075__deterministic_structural__os15-s0075__trial-1.json,[]
76,deterministic_structural,os15-s0076,1,positive,valid,True,False,os15-c000178,"[""os15-c000051"",""os15-c000178"",""os15-c000074"",""os15-c000373"",""os15-c000111""]",2,False,True,0.5,0,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0076__deterministic_structural__os15-s0076__trial-1.json,[]
77,deterministic_structural,os15-s0077,1,positive,valid,True,False,os15-c000062,"[""os15-c000062"",""os15-c000329"",""os15-c000358"",""os15-c000466"",""os15-c000093""]",1,True,True,1.0,0,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0077__deterministic_structural__os15-s0077__trial-1.json,[]
78,deterministic_structural,os15-s0078,1,positive,valid,True,False,os15-c000443,"[""os15-c000372"",""os15-c000443"",""os15-c000083"",""os15-c000410"",""os15-c000493""]",2,False,True,0.5,0,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0078__deterministic_structural__os15-s0078__trial-1.json,[]
79,deterministic_structural,os15-s0079,1,positive,valid,True,False,os15-c000282,"[""os15-c000336"",""os15-c000087"",""os15-c000282"",""os15-c000223"",""os15-c000455""]",3,False,True,0.333333,0,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0079__deterministic_structural__os15-s0079__trial-1.json,[]
80,deterministic_structural,os15-s0080,1,positive,valid,True,False,os15-c000181,"[""os15-c000151"",""os15-c000181"",""os15-c000192"",""os15-c000337"",""os15-c000216""]",2,False,True,0.5,0,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0080__deterministic_structural__os15-s0080__trial-1.json,[]
81,deterministic_structural,os15-s0081,1,positive,valid,True,False,os15-c000117,"[""os15-c000131"",""os15-c000308"",""os15-c000323"",""os15-c000388"",""os15-c000117""]",5,False,False,0.2,0,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0081__deterministic_structural__os15-s0081__trial-1.json,[]
82,deterministic_structural,os15-s0082,1,positive,valid,True,False,os15-c000425,"[""os15-c000073"",""os15-c000469"",""os15-c000501"",""os15-c000425"",""os15-c000154""]",4,False,True,0.25,0,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0082__deterministic_structural__os15-s0082__trial-1.json,[]
83,deterministic_structural,os15-s0083,1,positive,valid,True,False,os15-c000436,"[""os15-c000103"",""os15-c000116"",""os15-c000427"",""os15-c000492"",""os15-c000436""]",5,False,False,0.2,0,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0083__deterministic_structural__os15-s0083__trial-1.json,[]
84,deterministic_structural,os15-s0084,1,positive,valid,True,False,os15-c000395,"[""os15-c000067"",""os15-c000243"",""os15-c000331"",""os15-c000261"",""os15-c000395""]",5,False,False,0.2,0,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0084__deterministic_structural__os15-s0084__trial-1.json,[]
85,deterministic_structural,os15-s0085,1,positive,valid,True,False,os15-c000235,"[""os15-c000396"",""os15-c000305"",""os15-c000464"",""os15-c000235"",""os15-c000384""]",4,False,True,0.25,0,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0085__deterministic_structural__os15-s0085__trial-1.json,[]
86,deterministic_structural,os15-s0086,1,positive,valid,True,False,os15-c000453,"[""os15-c000195"",""os15-c000110"",""os15-c000408"",""os15-c000453"",""os15-c000485""]",4,False,True,0.25,0,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0086__deterministic_structural__os15-s0086__trial-1.json,[]
87,deterministic_structural,os15-s0087,1,positive,valid,True,False,os15-c000092,"[""os15-c000392"",""os15-c000092"",""os15-c000163"",""os15-c000414"",""os15-c000325""]",2,False,True,0.5,0,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0087__deterministic_structural__os15-s0087__trial-1.json,[]
88,deterministic_structural,os15-s0088,1,positive,valid,True,False,os15-c000233,"[""os15-c000233"",""os15-c000210"",""os15-c000351"",""os15-c000284"",""os15-c000450""]",1,True,True,1.0,0,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0088__deterministic_structural__os15-s0088__trial-1.json,[]
89,deterministic_structural,os15-s0089,1,positive,valid,True,False,os15-c000194,"[""os15-c000122"",""os15-c000220"",""os15-c000311"",""os15-c000194"",""os15-c000135""]",4,False,True,0.25,0,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0089__deterministic_structural__os15-s0089__trial-1.json,[]
90,deterministic_structural,os15-s0090,1,positive,valid,True,False,os15-c000130,"[""os15-c000312"",""os15-c000321"",""os15-c000470"",""os15-c000426"",""os15-c000130""]",5,False,False,0.2,0,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0090__deterministic_structural__os15-s0090__trial-1.json,[]
91,deterministic_structural,os15-s0091,1,positive,valid,True,False,os15-c000478,"[""os15-c000150"",""os15-c000063"",""os15-c000478"",""os15-c000491"",""os15-c000324""]",3,False,True,0.333333,0,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0091__deterministic_structural__os15-s0091__trial-1.json,[]
92,deterministic_structural,os15-s0092,1,positive,valid,True,False,os15-c000191,"[""os15-c000025"",""os15-c000191"",""os15-c000343"",""os15-c000364"",""os15-c000295""]",2,False,True,0.5,0,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0092__deterministic_structural__os15-s0092__trial-1.json,[]
93,deterministic_structural,os15-s0093,1,positive,valid,True,False,os15-c000217,"[""os15-c000209"",""os15-c000366"",""os15-c000367"",""os15-c000217"",""os15-c000218""]",4,False,True,0.25,0,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0093__deterministic_structural__os15-s0093__trial-1.json,[]
94,deterministic_structural,os15-s0094,1,positive,valid,True,False,os15-c000307,"[""os15-c000052"",""os15-c000171"",""os15-c000207"",""os15-c000307"",""os15-c000502""]",4,False,True,0.25,0,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0094__deterministic_structural__os15-s0094__trial-1.json,[]
95,deterministic_structural,os15-s0095,1,positive,valid,True,False,os15-c000306,"[""os15-c000053"",""os15-c000054"",""os15-c000330"",""os15-c000306"",""os15-c000428""]",4,False,True,0.25,0,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0095__deterministic_structural__os15-s0095__trial-1.json,[]
96,deterministic_structural,os15-s0096,1,positive,valid,True,False,os15-c000142,"[""os15-c000452"",""os15-c000142"",""os15-c000293"",""os15-c000112"",""os15-c000236""]",2,False,True,0.5,0,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0096__deterministic_structural__os15-s0096__trial-1.json,[]
97,deterministic_structural,os15-s0097,1,positive,valid,True,False,os15-c000361,"[""os15-c000203"",""os15-c000361"",""os15-c000362"",""os15-c000152"",""os15-c000084""]",2,False,True,0.5,0,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0097__deterministic_structural__os15-s0097__trial-1.json,[]
98,deterministic_structural,os15-s0098,1,positive,valid,True,False,os15-c000059,"[""os15-c000432"",""os15-c000020"",""os15-c000059"",""os15-c000064"",""os15-c000481""]",3,False,True,0.333333,0,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0098__deterministic_structural__os15-s0098__trial-1.json,[]
99,deterministic_structural,os15-s0099,1,positive,valid,True,False,os15-c000129,"[""os15-c000162"",""os15-c000373"",""os15-c000129"",""os15-c000153"",""os15-c000503""]",3,False,True,0.333333,0,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0099__deterministic_structural__os15-s0099__trial-1.json,[]
100,deterministic_structural,os15-s0100,1,positive,valid,True,False,os15-c000095,"[""os15-c000051"",""os15-c000074"",""os15-c000093"",""os15-c000095"",""os15-c000111""]",4,False,True,0.25,0,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0100__deterministic_structural__os15-s0100__trial-1.json,[]
101,deterministic_structural,os15-s0101,1,positive,valid,True,False,os15-c000034,"[""os15-c000034"",""os15-c000329"",""os15-c000358"",""os15-c000466"",""os15-c000083""]",1,True,True,1.0,0,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0101__deterministic_structural__os15-s0101__trial-1.json,[]
102,deterministic_structural,os15-s0102,1,positive,valid,True,False,os15-c000193,"[""os15-c000372"",""os15-c000193"",""os15-c000223"",""os15-c000410"",""os15-c000493""]",2,False,True,0.5,0,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0102__deterministic_structural__os15-s0102__trial-1.json,[]
103,deterministic_structural,os15-s0103,1,positive,valid,True,False,os15-c000357,"[""os15-c000192"",""os15-c000336"",""os15-c000357"",""os15-c000087"",""os15-c000455""]",3,False,True,0.333333,0,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0103__deterministic_structural__os15-s0103__trial-1.json,[]
104,deterministic_structural,os15-s0104,1,positive,valid,True,False,os15-c000109,"[""os15-c000109"",""os15-c000151"",""os15-c000337"",""os15-c000216"",""os15-c000323""]",1,True,True,1.0,0,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0104__deterministic_structural__os15-s0104__trial-1.json,[]
105,deterministic_structural,os15-s0105,1,positive,valid,True,False,os15-c000179,"[""os15-c000131"",""os15-c000179"",""os15-c000308"",""os15-c000388"",""os15-c000154""]",2,False,True,0.5,0,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0105__deterministic_structural__os15-s0105__trial-1.json,[]
106,deterministic_structural,os15-s0106,1,negative_only,valid,True,False,not_applicable,"[""os15-c000452"",""os15-c000152"",""os15-c000293"",""os15-c000112"",""os15-c000236""]",not_applicable,not_applicable,not_applicable,not_applicable,0,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0106__deterministic_structural__os15-s0106__trial-1.json,[]
107,deterministic_structural,os15-s0107,1,negative_only,valid,True,False,not_applicable,"[""os15-c000432"",""os15-c000203"",""os15-c000362"",""os15-c000481"",""os15-c000084""]",not_applicable,not_applicable,not_applicable,not_applicable,0,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0107__deterministic_structural__os15-s0107__trial-1.json,[]
108,deterministic_structural,os15-s0108,1,negative_only,valid,True,False,not_applicable,"[""os15-c000020"",""os15-c000064"",""os15-c000162"",""os15-c000153"",""os15-c000503""]",not_applicable,not_applicable,not_applicable,not_applicable,0,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0108__deterministic_structural__os15-s0108__trial-1.json,[]
109,deterministic_structural,os15-s0109,1,negative_only,valid,True,False,not_applicable,"[""os15-c000051"",""os15-c000074"",""os15-c000373"",""os15-c000093"",""os15-c000111""]",not_applicable,not_applicable,not_applicable,not_applicable,0,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0109__deterministic_structural__os15-s0109__trial-1.json,[]
110,deterministic_structural,os15-s0110,1,negative_only,valid,True,False,not_applicable,"[""os15-c000329"",""os15-c000358"",""os15-c000466"",""os15-c000083"",""os15-c000493""]",not_applicable,not_applicable,not_applicable,not_applicable,0,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0110__deterministic_structural__os15-s0110__trial-1.json,[]
111,deterministic_structural,os15-s0111,1,negative_only,valid,True,False,not_applicable,"[""os15-c000372"",""os15-c000336"",""os15-c000087"",""os15-c000223"",""os15-c000410""]",not_applicable,not_applicable,not_applicable,not_applicable,0,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0111__deterministic_structural__os15-s0111__trial-1.json,[]
112,deterministic_structural,os15-s0112,1,negative_only,valid,True,False,not_applicable,"[""os15-c000151"",""os15-c000192"",""os15-c000337"",""os15-c000216"",""os15-c000455""]",not_applicable,not_applicable,not_applicable,not_applicable,0,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0112__deterministic_structural__os15-s0112__trial-1.json,[]
113,deterministic_structural,os15-s0113,1,negative_only,valid,True,False,not_applicable,"[""os15-c000131"",""os15-c000308"",""os15-c000323"",""os15-c000388"",""os15-c000154""]",not_applicable,not_applicable,not_applicable,not_applicable,0,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0113__deterministic_structural__os15-s0113__trial-1.json,[]
114,deterministic_structural,os15-s0114,1,negative_only,valid,True,False,not_applicable,"[""os15-c000073"",""os15-c000469"",""os15-c000501"",""os15-c000116"",""os15-c000427""]",not_applicable,not_applicable,not_applicable,not_applicable,0,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0114__deterministic_structural__os15-s0114__trial-1.json,[]
115,deterministic_structural,os15-s0115,1,negative_only,valid,True,False,not_applicable,"[""os15-c000067"",""os15-c000243"",""os15-c000331"",""os15-c000103"",""os15-c000492""]",not_applicable,not_applicable,not_applicable,not_applicable,0,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0115__deterministic_structural__os15-s0115__trial-1.json,[]
116,deterministic_structural,os15-s0116,1,negative_only,valid,True,False,not_applicable,"[""os15-c000396"",""os15-c000305"",""os15-c000464"",""os15-c000261"",""os15-c000384""]",not_applicable,not_applicable,not_applicable,not_applicable,0,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0116__deterministic_structural__os15-s0116__trial-1.json,[]
117,deterministic_structural,os15-s0117,1,negative_only,valid,True,False,not_applicable,"[""os15-c000195"",""os15-c000110"",""os15-c000408"",""os15-c000485"",""os15-c000163""]",not_applicable,not_applicable,not_applicable,not_applicable,0,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0117__deterministic_structural__os15-s0117__trial-1.json,[]
118,deterministic_structural,os15-s0118,1,negative_only,valid,True,False,not_applicable,"[""os15-c000392"",""os15-c000351"",""os15-c000414"",""os15-c000284"",""os15-c000325""]",not_applicable,not_applicable,not_applicable,not_applicable,0,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0118__deterministic_structural__os15-s0118__trial-1.json,[]
119,deterministic_structural,os15-s0119,1,negative_only,valid,True,False,not_applicable,"[""os15-c000122"",""os15-c000220"",""os15-c000210"",""os15-c000135"",""os15-c000450""]",not_applicable,not_applicable,not_applicable,not_applicable,0,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0119__deterministic_structural__os15-s0119__trial-1.json,[]
120,deterministic_structural,os15-s0120,1,negative_only,valid,True,False,not_applicable,"[""os15-c000311"",""os15-c000312"",""os15-c000321"",""os15-c000470"",""os15-c000426""]",not_applicable,not_applicable,not_applicable,not_applicable,0,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0120__deterministic_structural__os15-s0120__trial-1.json,[]
121,deterministic_structural,os15-s0121,1,negative_only,valid,True,False,not_applicable,"[""os15-c000150"",""os15-c000063"",""os15-c000364"",""os15-c000491"",""os15-c000324""]",not_applicable,not_applicable,not_applicable,not_applicable,0,results/owasp-sqli-v15-1-confirmatory-final/owasp-sqli-v15-1-confirmatory-20260823T131208Z/raw/ranking-rows/sequence-0121__deterministic_structural__os15-s0121__trial-1.json,[]
